micro_average_dice_SE;1.0
micro_average_dice_source;NaN
micro_average_dice_target;0.9777777777777777
micro_average_f1measure_SE;0.5545962417470797
micro_average_f1measure_SE_exact;0.5545962417470797
micro_average_f1measure_SE_source;NaN
micro_average_f1measure_SE_source_exact;NaN
micro_average_f1measure_SE_target;0.40214477211796246
micro_average_f1measure_SE_target_exact;0.37533512064343166
micro_average_f1measure_source;NaN
micro_average_f1measure_source_exact;NaN
micro_average_f1measure_target;0.22556390977443608
micro_average_f1measure_target_exact;0.2105263157894737
micro_average_precision_SE;0.5515151515151515
micro_average_precision_SE_exact;0.5515151515151515
micro_average_precision_SE_source;NaN
micro_average_precision_SE_source_exact;NaN
micro_average_precision_SE_target;0.336322869955157
micro_average_precision_SE_target_exact;0.31390134529147984
micro_average_precision_source;NaN
micro_average_precision_source_exact;NaN
micro_average_precision_target;0.1889168765743073
micro_average_precision_target_exact;0.17632241813602015
micro_average_recall_SE;0.557711950970378
micro_average_recall_SE_exact;0.557711950970378
micro_average_recall_SE_source;NaN
micro_average_recall_SE_source_exact;NaN
micro_average_recall_SE_target;0.5
micro_average_recall_SE_target_exact;0.4666666666666667
micro_average_recall_source;NaN
micro_average_recall_source_exact;NaN
micro_average_recall_target;0.2798507462686567
micro_average_recall_target_exact;0.26119402985074625
