micro_average_dice_SE;1.0
micro_average_dice_source;NaN
micro_average_dice_target;0.9774774774774774
micro_average_f1measure_SE;0.5553869499241275
micro_average_f1measure_SE_exact;0.5553869499241275
micro_average_f1measure_SE_source;NaN
micro_average_f1measure_SE_source_exact;NaN
micro_average_f1measure_SE_target;0.3925729442970822
micro_average_f1measure_SE_target_exact;0.36604774535809015
micro_average_f1measure_source;NaN
micro_average_f1measure_source_exact;NaN
micro_average_f1measure_target;0.2205663189269747
micro_average_f1measure_target_exact;0.20566318926974667
micro_average_precision_SE;0.5501002004008017
micro_average_precision_SE_exact;0.5501002004008017
micro_average_precision_SE_source;NaN
micro_average_precision_SE_source_exact;NaN
micro_average_precision_SE_target;0.32599118942731276
micro_average_precision_SE_target_exact;0.3039647577092511
micro_average_precision_source;NaN
micro_average_precision_source_exact;NaN
micro_average_precision_target;0.18362282878411912
micro_average_precision_target_exact;0.17121588089330025
micro_average_recall_SE;0.5607763023493361
micro_average_recall_SE_exact;0.5607763023493361
micro_average_recall_SE_source;NaN
micro_average_recall_SE_source_exact;NaN
micro_average_recall_SE_target;0.49333333333333335
micro_average_recall_SE_target_exact;0.46
micro_average_recall_source;NaN
micro_average_recall_source_exact;NaN
micro_average_recall_target;0.27611940298507465
micro_average_recall_target_exact;0.2574626865671642
